Id,Rainfall,Temperature,Humidity,Water,Day_Name,Timestamp,Mean
1412,1232,22,11,750,Sat,11/9/2017,799
1413,870,33,18,1171,Sun,11/8/2017,806
1414,783,27,14,943,Mon,11/7/2017,804
1415,971,34,14,948,Tue,11/6/2017,799
1416,907,30,24,895,Wed,11/5/2017,800
1417,1047,20,22,533,Thu,11/4/2017,794
1418,1009,21,12,576,Fri,11/3/2017,805
1419,871,25,12,1064,Sat,11/2/2017,802
1420,913,31,19,1079,Sun,11/1/2017,806
1421,920,33,12,1002,Mon,10/31/2017,807
1422,916,33,18,1012,Tue,10/30/2017,790
1423,721,30,16,955,Wed,10/29/2017,798
1424,1162,23,12,523,Thu,10/28/2017,807
1425,850,30,10,989,Fri,10/27/2017,795
1426,902,32,13,1055,Sat,10/26/2017,791
1427,1043,20,24,651,Sun,10/25/2017,794
1428,1054,22,21,552,Mon,10/24/2017,806
1429,991,30,20,946,Tue,10/23/2017,801
1430,1069,19,13,561,Wed,10/22/2017,795
1431,677,34,22,929,Thu,10/21/2017,794
1432,523,31,24,916,Fri,10/20/2017,805
1433,778,30,18,1177,Sat,10/19/2017,791
1434,1457,23,19,782,Sun,10/18/2017,810
1435,1356,19,13,581,Mon,10/17/2017,803
1436,997,33,15,927,Tue,10/16/2017,804
1437,570,32,12,959,Wed,10/15/2017,805
1438,558,33,14,1013,Thu,10/14/2017,808
1439,971,26,24,930,Fri,10/13/2017,803
1440,931,28,16,1168,Sat,10/12/2017,808
1441,1264,22,22,711,Sun,10/11/2017,808
1442,747,32,18,991,Mon,10/10/2017,795
1443,524,34,14,916,Tue,10/9/2017,804
1444,1250,19,16,570,Wed,10/8/2017,803
1445,743,30,12,939,Thu,10/7/2017,796
1446,866,29,13,925,Fri,10/6/2017,801
1447,740,34,22,1031,Sat,10/5/2017,799
1448,1385,23,20,645,Sun,10/4/2017,793
1449,856,25,17,975,Mon,10/3/2017,800
1450,625,31,14,994,Tue,10/2/2017,799
1451,1090,19,17,606,Wed,10/1/2017,810
1452,1181,21,12,580,Thu,9/30/2017,791
1453,1349,20,15,609,Fri,9/29/2017,805
1454,967,32,12,1157,Sat,9/28/2017,805
1455,1100,20,23,650,Sun,9/27/2017,797
1456,1422,21,25,492,Mon,9/26/2017,796
1457,1420,20,20,500,Tue,9/25/2017,810
1458,1422,23,13,540,Wed,9/24/2017,793
1459,1344,19,16,535,Thu,9/23/2017,795
1460,970,31,13,952,Fri,9/22/2017,801
1461,907,26,19,1106,Sat,9/21/2017,806
1462,1380,22,21,726,Sun,9/20/2017,796
1463,805,30,24,873,Mon,9/19/2017,798
1464,538,26,10,956,Tue,9/18/2017,809
1465,506,28,19,929,Wed,9/17/2017,803
1466,1237,23,24,509,Thu,9/16/2017,800
1467,617,31,21,938,Fri,9/15/2017,797
1468,770,29,23,1081,Sat,9/14/2017,810
1469,616,29,17,1201,Sun,9/13/2017,805
1470,781,26,19,973,Mon,9/12/2017,790
1471,1205,19,24,501,Tue,9/11/2017,801
1472,735,30,11,951,Wed,9/10/2017,798
1473,576,32,13,917,Thu,9/9/2017,806
1474,550,26,15,997,Fri,9/8/2017,794
1475,946,31,25,1066,Sat,9/7/2017,801
1476,737,34,21,1138,Sun,9/6/2017,809
1477,967,30,20,957,Mon,9/5/2017,799
1478,598,25,22,936,Tue,9/4/2017,808
1479,543,29,15,984,Wed,9/3/2017,798
1480,1171,22,21,479,Thu,9/2/2017,803
1481,1095,19,21,522,Fri,9/1/2017,791
1482,1146,21,18,718,Sat,8/31/2017,803
1483,1448,20,24,622,Sun,8/30/2017,796
1484,648,32,19,962,Mon,8/29/2017,809
1485,966,29,22,902,Tue,8/28/2017,792
1486,1290,22,13,524,Wed,8/27/2017,799
1487,847,25,18,925,Thu,8/26/2017,803
1488,648,32,18,948,Fri,8/25/2017,795
1489,832,26,17,1097,Sat,8/24/2017,805
1490,624,31,10,1164,Sun,8/23/2017,790
1491,941,30,14,981,Mon,8/22/2017,794
1492,678,34,20,900,Tue,8/21/2017,794
1493,541,26,23,917,Wed,8/20/2017,790
1494,801,32,12,948,Thu,8/19/2017,810
1495,540,31,22,971,Fri,8/18/2017,793
1496,1406,22,19,754,Sat,8/17/2017,805
1497,1433,20,23,714,Sun,8/16/2017,807
1498,1293,21,15,560,Mon,8/15/2017,803
1499,1019,20,25,561,Tue,8/14/2017,800
1500,1346,23,14,572,Wed,8/13/2017,795
1501,662,31,22,961,Thu,8/12/2017,799
1502,1052,23,14,617,Fri,8/11/2017,799
1503,554,25,16,1157,Sat,8/10/2017,808
1504,1145,23,23,714,Sun,8/9/2017,797
1505,1157,22,14,571,Mon,8/8/2017,808
1506,1367,23,24,515,Tue,8/7/2017,804
1507,839,30,20,903,Wed,8/6/2017,799
1508,1195,21,17,612,Thu,8/5/2017,805
1509,561,34,11,1008,Fri,8/4/2017,795
1510,1470,19,11,749,Sat,8/3/2017,808
1511,1289,22,18,739,Sun,8/2/2017,793
1512,908,30,23,961,Mon,8/1/2017,794
1513,804,33,11,1007,Tue,7/31/2017,806
1514,868,33,21,971,Wed,7/30/2017,805
1515,555,31,13,958,Thu,7/29/2017,801
1516,1171,21,25,531,Fri,7/28/2017,800
1517,1428,23,10,757,Sat,7/27/2017,799
1518,850,29,19,1033,Sun,7/26/2017,798
1519,1030,21,10,542,Mon,7/25/2017,792
1520,1142,20,13,595,Tue,7/24/2017,802
1521,946,26,20,893,Wed,7/23/2017,799
1522,1079,22,16,549,Thu,7/22/2017,800
1523,934,27,19,930,Fri,7/21/2017,795
1524,990,25,24,1031,Sat,7/20/2017,805
1525,1496,23,15,745,Sun,7/19/2017,806
1526,1280,23,20,566,Mon,7/18/2017,790
1527,1118,22,16,551,Tue,7/17/2017,800
1528,549,32,19,974,Wed,7/16/2017,802
1529,1400,23,24,566,Thu,7/15/2017,791
1530,1192,23,15,606,Fri,7/14/2017,805
1531,1430,20,22,689,Sat,7/13/2017,810
1532,764,28,14,1149,Sun,7/12/2017,807
1533,979,29,18,966,Mon,7/11/2017,808
1534,1003,23,14,602,Tue,7/10/2017,808
1535,1270,23,12,541,Wed,7/9/2017,802
1536,1248,23,20,497,Thu,7/8/2017,797
1537,1279,19,22,505,Fri,7/7/2017,806
1538,704,33,23,1071,Sat,7/6/2017,792
1539,848,30,25,1118,Sun,7/5/2017,791
1540,753,27,23,962,Mon,7/4/2017,810
1541,1231,20,24,530,Tue,7/3/2017,800
1542,1368,22,17,531,Wed,7/2/2017,794
1543,655,32,15,1004,Thu,7/1/2017,808
1544,559,33,13,970,Fri,6/30/2017,801
1545,590,27,15,1101,Sat,6/29/2017,809
1546,776,29,13,1074,Sun,6/28/2017,801
1547,1234,23,11,587,Mon,6/27/2017,802
1548,946,29,16,992,Tue,6/26/2017,796
1549,795,32,17,932,Wed,6/25/2017,805
1550,966,32,11,941,Thu,6/24/2017,804
1551,1457,22,15,529,Fri,6/23/2017,793
1552,1212,21,23,682,Sat,6/22/2017,800
1553,828,33,21,1069,Sun,6/21/2017,796
1554,556,26,19,986,Mon,6/20/2017,806
1555,1413,20,11,540,Tue,6/19/2017,790
1556,1027,19,24,486,Wed,6/18/2017,799
1557,911,34,20,887,Thu,6/17/2017,804
1558,1392,21,12,581,Fri,6/16/2017,803
1559,676,26,16,1106,Sat,6/15/2017,808
1560,910,29,11,1151,Sun,6/14/2017,807
1561,1018,20,20,498,Mon,6/13/2017,792
1562,1309,22,17,531,Tue,6/12/2017,792
1563,1037,21,19,552,Wed,6/11/2017,809
1564,866,28,16,981,Thu,6/10/2017,791
1565,1344,21,13,521,Fri,6/9/2017,800
1566,593,30,22,1032,Sat,6/8/2017,801
1567,554,26,23,1063,Sun,6/7/2017,794
1568,542,30,17,930,Mon,6/6/2017,799
1569,1232,20,15,583,Tue,6/5/2017,795
1570,513,32,25,895,Wed,6/4/2017,791
1571,815,27,15,922,Thu,6/3/2017,801
1572,515,28,22,944,Fri,6/2/2017,802
1573,1334,22,13,747,Sat,6/1/2017,799
1574,546,33,24,1098,Sun,5/31/2017,805
1575,1187,23,23,499,Mon,5/30/2017,804
1576,903,28,21,957,Tue,5/29/2017,794
1577,830,26,11,958,Wed,5/28/2017,808
1578,695,30,16,922,Thu,5/27/2017,798
1579,745,30,21,965,Fri,5/26/2017,804
1580,1337,20,17,789,Sun,5/25/2017,810
1581,911,28,25,937,Mon,5/24/2017,804
1582,745,25,25,940,Tue,5/23/2017,804
1583,698,25,24,882,Wed,5/22/2017,796
1584,764,33,16,1009,Thu,5/21/2017,793
1585,1020,21,24,498,Fri,5/20/2017,790
1586,737,33,20,1066,Sat,5/19/2017,792
1587,518,30,16,1081,Sun,5/18/2017,800
1588,802,25,15,974,Mon,5/17/2017,801
1589,1482,19,16,545,Tue,5/16/2017,809
1590,1046,19,17,541,Wed,5/15/2017,791
1591,1487,20,13,530,Thu,5/14/2017,793
1592,1246,20,20,485,Fri,5/13/2017,800
1593,1194,22,14,729,Sat,5/12/2017,806
1594,956,28,14,1104,Sun,5/11/2017,791
1595,1462,21,21,556,Mon,5/10/2017,807
1596,1063,23,20,556,Tue,5/9/2017,790
1597,1289,21,11,533,Wed,5/8/2017,793
1598,814,27,14,939,Thu,5/7/2017,796
1599,1331,23,17,542,Fri,5/6/2017,800
1600,558,34,12,1114,Sat,5/5/2017,799
1601,1167,19,23,670,Sun,5/4/2017,790
1602,1070,19,11,612,Mon,5/3/2017,799
1603,1021,19,15,552,Tue,5/2/2017,810
1604,631,27,19,936,Wed,5/1/2017,804
1605,1140,20,20,488,Thu,4/30/2017,809
1606,1473,19,24,488,Fri,4/29/2017,805
1607,805,33,14,1149,Sat,4/28/2017,791
1608,1020,23,18,775,Sun,4/27/2017,791
1609,1114,19,15,563,Mon,4/26/2017,799
1610,1451,22,24,523,Tue,4/25/2017,802
1611,647,31,22,947,Wed,4/24/2017,803
1612,1440,23,20,490,Thu,4/23/2017,791
1613,578,26,16,937,Fri,4/22/2017,791
1614,631,29,23,1164,Sat,4/21/2017,809
1615,586,28,17,1086,Sun,4/20/2017,801
1616,1035,21,17,559,Mon,4/19/2017,807
1617,1345,21,20,563,Tue,4/18/2017,793
1618,576,31,21,958,Wed,4/17/2017,799
1619,805,25,15,926,Thu,4/16/2017,801
1620,1478,19,12,535,Fri,4/15/2017,800
1621,867,30,15,1064,Sat,4/14/2017,805
1622,531,30,22,1108,Sun,4/13/2017,796
1623,963,33,12,962,Mon,4/12/2017,804
1624,988,33,18,992,Tue,4/11/2017,803
1625,1305,22,20,570,Wed,4/10/2017,791
1626,1010,21,15,613,Thu,4/9/2017,806
1627,528,26,25,959,Fri,4/8/2017,791
1628,973,27,20,1105,Sat,4/7/2017,804
1629,1140,20,13,764,Sun,4/6/2017,796
1630,1310,22,17,527,Mon,4/5/2017,807
1631,574,30,25,959,Tue,4/4/2017,799
1632,938,30,23,910,Wed,4/3/2017,802
1633,1121,23,24,490,Thu,4/2/2017,790
1634,1159,21,12,520,Fri,4/1/2017,797
1635,1315,22,20,665,Sat,3/31/2017,793
1636,1059,21,24,651,Sun,3/30/2017,805
1637,580,26,17,1015,Mon,3/29/2017,809
1638,1213,20,15,571,Tue,3/28/2017,802
1639,703,25,25,901,Wed,3/27/2017,804
1640,1493,22,13,599,Thu,3/26/2017,809
1641,1309,22,11,533,Fri,3/25/2017,794
1642,1066,19,24,673,Sat,3/24/2017,795
1643,955,27,21,1136,Sun,3/23/2017,800
1644,1282,23,21,493,Mon,3/22/2017,799
1645,571,34,15,1005,Tue,3/21/2017,805
1646,774,30,12,1001,Wed,3/20/2017,803
1647,1457,21,20,505,Thu,3/19/2017,797
1648,1016,21,10,588,Fri,3/18/2017,792
1649,845,29,14,1072,Sat,3/17/2017,805
1650,1177,22,15,744,Sun,3/16/2017,802
1651,1181,22,13,528,Mon,3/15/2017,791
1652,715,33,13,915,Tue,3/14/2017,795
1653,580,27,15,997,Wed,3/13/2017,796
1654,566,31,25,886,Thu,3/12/2017,796
1655,994,32,19,923,Fri,3/11/2017,801
1656,1492,20,10,677,Sat,3/10/2017,800
1657,618,29,19,1092,Sun,3/9/2017,803
1658,1019,23,25,513,Mon,3/8/2017,792
1659,1306,22,18,569,Tue,3/7/2017,794
1660,935,25,16,980,Wed,3/6/2017,801
1661,982,30,14,922,Thu,3/5/2017,797
1662,612,26,14,997,Fri,3/4/2017,803
1663,1195,22,16,666,Sat,3/3/2017,791
1664,650,29,16,1099,Sun,3/2/2017,808
1665,1084,19,18,529,Mon,3/1/2017,799
1666,716,30,19,959,Tue,2/28/2017,795
1667,1354,21,13,543,Wed,2/27/2017,804
1668,1229,19,18,587,Thu,2/26/2017,791
1669,923,29,21,971,Fri,2/25/2017,805
1670,655,31,20,1052,Sat,2/24/2017,795
1671,680,28,21,1087,Sun,2/23/2017,795
1672,941,26,20,965,Mon,2/22/2017,808
1673,1199,22,18,583,Tue,2/21/2017,799
1674,1104,23,19,561,Wed,2/20/2017,798
1675,770,28,21,960,Thu,2/19/2017,795
1676,1437,22,16,601,Fri,2/18/2017,792
1677,823,27,24,1059,Sat,2/17/2017,793
1678,765,25,14,1065,Sun,2/16/2017,808
1679,531,31,10,943,Mon,2/15/2017,808
1680,837,30,19,952,Tue,2/14/2017,798
1681,747,29,13,970,Wed,2/13/2017,805
1682,739,30,13,929,Thu,2/12/2017,809
1683,1266,21,13,551,Fri,2/11/2017,802
1684,757,31,11,1099,Sat,2/10/2017,795
1685,702,29,22,986,Sun,2/9/2017,804
1686,577,30,21,968,Mon,2/8/2017,804
1687,1205,22,12,570,Tue,2/7/2017,799
1688,1276,22,24,524,Wed,2/6/2017,810
1689,861,32,20,920,Thu,2/5/2017,810
1690,985,27,13,987,Fri,2/4/2017,805
1691,1098,20,19,666,Sat,2/3/2017,809
1692,858,27,23,1054,Sun,2/2/2017,800
1693,637,29,16,977,Mon,2/1/2017,810
1694,570,32,15,1003,Tue,1/31/2017,796
1695,1387,23,24,565,Wed,1/30/2017,800
1696,1286,23,16,614,Thu,1/29/2017,804
1697,1241,23,25,477,Fri,1/28/2017,802
1698,1037,19,23,716,Sat,1/27/2017,797
1699,1365,22,13,757,Sun,1/26/2017,802
1700,1287,19,21,566,Mon,1/25/2017,809
1701,688,30,23,966,Tue,1/24/2017,800
1702,771,26,12,929,Wed,1/23/2017,800
1703,1001,20,13,550,Thu,1/22/2017,792
1704,1411,23,15,537,Fri,1/21/2017,799
1705,567,30,18,1162,Sat,1/20/2017,800
1706,1442,19,18,668,Sun,1/19/2017,803
1707,1143,23,16,613,Mon,1/18/2017,794
1708,882,25,21,879,Tue,1/17/2017,797
1709,854,34,13,922,Wed,1/16/2017,800
1710,1273,19,10,547,Thu,1/15/2017,793
1711,748,34,14,952,Fri,1/14/2017,791
1712,1080,22,22,622,Sat,1/13/2017,790
1713,637,29,12,1073,Sun,1/12/2017,809
1714,1010,20,18,519,Mon,1/11/2017,796
1715,1241,22,11,593,Tue,1/10/2017,800
1716,1440,19,14,559,Wed,1/9/2017,791
1717,944,25,25,890,Thu,1/8/2017,793
1718,1105,23,20,553,Fri,1/7/2017,805
1719,657,25,20,1052,Sat,1/6/2017,805
1720,765,34,25,1118,Sun,1/5/2017,794
1721,1495,22,13,553,Mon,1/4/2017,805
1722,1365,23,21,547,Tue,1/3/2017,798
1723,542,30,13,992,Wed,1/2/2017,799
1724,1394,21,18,559,Thu,1/1/2017,810
1725,1026,20,10,607,Fri,12/31/2016,805
1726,1179,20,12,682,Sat,12/30/2016,808
1727,925,26,14,1108,Sun,12/29/2016,803
1728,1229,20,17,579,Mon,12/28/2016,791
1729,506,33,10,939,Tue,12/27/2016,806
1730,667,34,10,986,Wed,12/26/2016,797
1731,704,33,19,1003,Thu,12/25/2016,791
1732,1377,20,24,572,Fri,12/24/2016,794
1733,812,25,16,1108,Sat,12/23/2016,806
1734,523,27,25,1127,Sun,12/22/2016,806
1735,1130,19,14,604,Mon,12/21/2016,796
1736,745,29,14,929,Tue,12/20/2016,805
1737,1037,21,15,612,Wed,12/19/2016,796
1738,1178,23,21,526,Thu,12/18/2016,800
1739,1368,22,15,525,Fri,12/17/2016,793
1740,623,31,12,1092,Sat,12/16/2016,790
1741,894,25,13,1107,Sun,12/15/2016,806
1742,1310,22,12,592,Mon,12/14/2016,810
1743,1191,21,13,562,Tue,12/13/2016,795
1744,1422,21,18,591,Wed,12/12/2016,796
1745,1170,21,20,537,Thu,12/11/2016,794
1746,536,32,16,982,Fri,12/10/2016,803
1747,1145,20,14,801,Sat,12/9/2016,790
1748,999,30,21,889,Mon,12/8/2016,807
1749,1367,19,10,571,Tue,12/7/2016,798
1750,553,31,17,986,Wed,12/6/2016,807
1751,653,34,22,887,Thu,12/5/2016,806
1752,603,33,25,946,Fri,12/4/2016,802
1753,1190,20,18,684,Sat,12/3/2016,791
1754,512,34,24,1097,Sun,12/2/2016,801
1755,1117,20,10,525,Mon,12/1/2016,798
1756,1248,20,25,544,Tue,11/30/2016,810
1757,805,31,23,893,Wed,11/29/2016,790
1758,1428,21,13,582,Thu,11/28/2016,808
1759,1099,21,11,606,Fri,11/27/2016,805
1760,917,32,11,1156,Sat,11/26/2016,805
1761,1436,20,17,661,Sun,11/25/2016,792
1762,1206,19,11,547,Mon,11/24/2016,807
1763,1455,23,13,576,Tue,11/23/2016,807
1764,689,30,10,913,Wed,11/22/2016,793
1765,1130,21,21,490,Thu,11/21/2016,797
1766,1251,22,14,575,Fri,11/20/2016,806
1767,522,31,19,1151,Sat,11/19/2016,806
1768,1364,20,23,710,Sun,11/18/2016,798
1769,685,34,17,941,Mon,11/17/2016,805
1770,954,29,11,938,Tue,11/16/2016,795
1771,1358,22,14,598,Wed,11/15/2016,802
1772,1369,23,14,591,Thu,11/14/2016,796
1773,740,25,23,947,Fri,11/13/2016,795
1774,1117,23,22,727,Sat,11/12/2016,790
1775,1303,19,14,665,Sun,11/11/2016,800
1776,792,26,20,883,Mon,11/10/2016,793
1777,1331,19,21,552,Tue,11/9/2016,792
1778,588,33,12,1006,Wed,11/8/2016,790
1779,656,32,14,957,Thu,11/7/2016,804
1780,1207,20,23,561,Fri,11/6/2016,808
1781,684,28,17,1099,Sat,11/5/2016,790
1782,1336,23,14,729,Sun,11/4/2016,793
1783,1304,19,24,482,Mon,11/3/2016,796
1784,612,28,18,922,Tue,11/2/2016,798
1785,1003,20,14,561,Wed,11/1/2016,800
1786,1295,21,17,576,Thu,10/31/2016,797
1787,985,28,23,925,Fri,10/30/2016,809
1788,787,26,13,1070,Sat,10/29/2016,795
1789,789,27,22,1110,Sun,10/28/2016,810
1790,1309,19,15,605,Mon,10/27/2016,795
1791,725,27,21,915,Tue,10/26/2016,794
1792,1117,21,20,548,Wed,10/25/2016,793
1793,1220,19,15,539,Thu,10/24/2016,798
1794,986,25,15,921,Fri,10/23/2016,805
1795,713,26,18,1086,Sat,10/22/2016,791
1796,1293,22,13,772,Sun,10/21/2016,798
1797,1018,20,22,543,Mon,10/20/2016,807
1798,1241,22,21,533,Tue,10/19/2016,795
1799,1318,23,25,552,Wed,10/18/2016,810
1800,869,28,18,935,Thu,10/17/2016,810
1801,924,31,19,947,Fri,10/16/2016,790
1802,1252,20,23,617,Sat,10/15/2016,792
1803,908,25,22,1087,Sun,10/14/2016,800
1804,864,28,22,886,Mon,10/13/2016,803
1805,1405,20,10,543,Tue,10/12/2016,809
1806,1443,20,12,594,Wed,10/11/2016,802
1807,765,26,20,904,Thu,10/10/2016,800
1808,613,33,11,977,Fri,10/9/2016,797
1809,728,26,12,1108,Sat,10/8/2016,810
1810,978,27,22,1071,Sun,10/7/2016,791
1811,1139,21,24,524,Mon,10/6/2016,808
1812,1148,22,17,527,Tue,10/5/2016,807
1813,784,25,16,950,Wed,10/4/2016,794
1814,1370,19,21,567,Thu,10/3/2016,808
1815,976,30,10,956,Fri,10/2/2016,800
1816,1054,19,10,704,Sat,10/1/2016,792
1817,1211,23,22,732,Sun,9/30/2016,807
1818,738,25,21,940,Mon,9/29/2016,790
1819,1420,19,13,542,Tue,9/28/2016,802
1820,879,32,24,944,Wed,9/27/2016,791
1821,667,26,18,1004,Thu,9/26/2016,807
1822,997,27,12,982,Fri,9/25/2016,796
1823,505,27,12,1175,Sat,9/24/2016,792
1824,518,31,19,1075,Sun,9/23/2016,800
1825,1024,21,12,596,Mon,9/22/2016,808
1826,653,30,16,937,Tue,9/21/2016,792
1827,1402,20,15,548,Wed,9/20/2016,791
1828,617,26,22,888,Thu,9/19/2016,790
1829,1399,19,22,505,Fri,9/18/2016,808
1830,1364,19,23,710,Sat,9/17/2016,798
1831,1128,19,22,713,Sun,9/16/2016,803
1832,617,30,14,1003,Mon,9/15/2016,792
1833,1413,19,15,609,Tue,9/14/2016,794
1834,1294,20,10,606,Wed,9/13/2016,809
1835,1450,19,14,536,Thu,9/12/2016,795
1836,1067,23,25,537,Fri,9/11/2016,808
1837,1369,20,17,681,Sat,9/10/2016,795
1838,1072,20,21,660,Sun,9/9/2016,790
1839,663,32,23,876,Mon,9/8/2016,803
1840,1488,22,17,553,Tue,9/7/2016,802
1841,527,26,16,966,Wed,9/6/2016,804
1842,1013,20,20,576,Thu,9/5/2016,790
1843,1177,21,10,610,Fri,9/4/2016,805
1844,936,27,20,1069,Sat,9/3/2016,799
1845,579,27,12,1113,Sun,9/2/2016,797
1846,919,29,19,954,Mon,9/1/2016,791
1847,626,29,18,923,Tue,8/31/2016,791
1848,1022,23,11,534,Wed,8/30/2016,805
1849,770,30,15,996,Thu,8/29/2016,806
1850,1159,23,22,537,Fri,8/28/2016,795
1851,1249,21,11,711,Sat,8/27/2016,808
1852,1340,21,22,629,Sun,8/26/2016,793
1853,1285,23,10,584,Mon,8/25/2016,791
1854,600,28,18,958,Tue,8/24/2016,808
1855,967,34,12,916,Wed,8/23/2016,799
1856,845,28,22,967,Thu,8/22/2016,804
1857,1254,23,22,532,Fri,8/21/2016,792
1858,908,34,23,1145,Sat,8/20/2016,807
1859,620,34,13,1095,Sun,8/19/2016,800
1860,1467,22,22,501,Mon,8/18/2016,809
1861,957,25,11,917,Tue,8/17/2016,810
1862,1058,23,15,515,Wed,8/16/2016,794
1863,581,26,23,871,Thu,8/15/2016,808
1864,1060,23,22,535,Fri,8/14/2016,807
1865,581,25,16,1125,Sat,8/13/2016,791
1866,1310,23,11,699,Sun,8/12/2016,792
1867,1217,23,16,510,Mon,8/11/2016,794
1868,997,27,22,913,Tue,8/10/2016,801
1869,835,25,12,935,Wed,8/9/2016,809
1870,1169,23,16,614,Thu,8/8/2016,810
1871,1360,21,25,535,Fri,8/7/2016,791
1872,699,30,17,1034,Sat,8/6/2016,808
1873,938,32,19,1140,Sun,8/5/2016,795
1874,1348,23,12,563,Mon,8/4/2016,810
1875,1257,22,18,526,Tue,8/3/2016,791
1876,1190,19,14,581,Wed,8/2/2016,794
1877,1007,19,10,596,Thu,8/1/2016,808
1878,1212,20,15,521,Fri,7/31/2016,798
1879,1194,20,24,630,Sat,7/30/2016,799
1880,935,30,12,1135,Sun,7/29/2016,805
1881,1042,23,23,473,Mon,7/28/2016,793
1882,1342,23,14,580,Tue,7/27/2016,806
1883,1266,23,19,535,Wed,7/26/2016,791
1884,694,33,17,1010,Thu,7/25/2016,797
1885,1084,20,11,589,Fri,7/24/2016,807
1886,1468,19,14,674,Sat,7/23/2016,798
1887,1054,21,14,726,Sun,7/22/2016,796
1888,1221,22,19,541,Mon,7/21/2016,791
1889,532,29,23,952,Tue,7/20/2016,807
1890,557,34,12,920,Wed,7/19/2016,804
1891,681,32,14,944,Thu,7/18/2016,791
1892,1455,19,13,530,Fri,7/17/2016,809
1893,1359,23,20,700,Sat,7/16/2016,794
1894,714,25,18,1105,Sun,7/15/2016,791
1895,1159,21,21,496,Mon,7/14/2016,802
1896,744,26,13,982,Tue,7/13/2016,803
1897,958,27,21,919,Wed,7/12/2016,806
1898,1018,21,24,516,Thu,7/11/2016,801
1899,718,33,11,917,Fri,7/10/2016,806
1900,953,26,17,1134,Sat,7/9/2016,798
1901,1112,20,16,715,Sun,7/8/2016,808
1902,848,25,20,958,Mon,7/7/2016,798
1903,1285,23,10,602,Tue,7/6/2016,807
1904,1091,22,17,603,Wed,7/5/2016,797
1905,790,28,20,933,Thu,7/4/2016,792
1906,628,29,14,912,Fri,7/3/2016,797
1907,1199,19,20,633,Sat,7/2/2016,802
1908,722,31,12,1072,Sun,7/1/2016,808
1909,928,32,13,1005,Mon,6/30/2016,810
1910,635,31,22,961,Tue,6/29/2016,804
1911,1289,20,21,563,Wed,6/28/2016,802
1912,803,32,22,962,Thu,6/27/2016,806
1913,527,32,22,943,Fri,6/26/2016,803
1914,1361,19,13,716,Sat,6/25/2016,794
1915,1213,19,12,725,Sun,6/24/2016,805
1916,747,32,12,986,Tue,6/23/2016,796
1917,1462,22,20,482,Wed,6/22/2016,804
1918,1249,20,12,606,Thu,6/21/2016,805
1919,1481,19,10,610,Fri,6/20/2016,790
1920,556,30,12,1163,Sat,6/19/2016,794
1921,1062,19,18,761,Sun,6/18/2016,806
1922,850,29,13,934,Mon,6/17/2016,795
1923,1273,22,19,517,Tue,6/16/2016,794
1924,1019,19,11,534,Wed,6/15/2016,801
1925,680,31,25,941,Thu,6/14/2016,806
1926,1454,19,10,590,Fri,6/13/2016,796
1927,742,27,13,1081,Sat,6/12/2016,801
1928,1216,22,19,773,Sun,6/11/2016,806
1929,1185,19,21,549,Mon,6/10/2016,809
1930,1203,22,12,601,Tue,6/9/2016,807
1931,629,34,16,953,Wed,6/8/2016,808
1932,501,31,15,955,Thu,6/7/2016,802
1933,840,31,15,967,Fri,6/6/2016,807
1934,956,32,21,1162,Sat,6/5/2016,801
1935,860,34,24,1047,Sun,6/4/2016,794
1936,582,27,11,966,Mon,6/3/2016,796
1937,1333,21,22,550,Tue,6/2/2016,790
1938,869,34,12,1014,Wed,6/1/2016,794
1939,551,34,24,889,Thu,5/31/2016,793
1940,855,30,22,940,Fri,5/30/2016,795
1941,1216,22,15,662,Sat,5/29/2016,802
1942,1069,21,22,732,Sun,5/28/2016,803
1943,798,29,17,1004,Mon,5/27/2016,806
1944,1226,20,18,571,Tue,5/26/2016,792
1945,875,32,13,928,Wed,5/25/2016,802
1946,1022,20,25,534,Thu,5/24/2016,801
1947,1165,20,16,565,Fri,5/23/2016,794
1948,1439,23,21,659,Sat,5/22/2016,802
1949,797,26,22,1080,Sun,5/21/2016,804
1950,1078,20,23,494,Mon,5/20/2016,790
1951,1240,20,18,566,Tue,5/19/2016,793
1952,1432,19,15,571,Wed,5/18/2016,796
1953,1134,22,17,582,Thu,5/17/2016,798
1954,1218,21,25,511,Fri,5/16/2016,804
1955,860,26,25,1018,Sat,5/15/2016,793
1956,1195,20,10,724,Sun,5/14/2016,795
1957,1320,21,15,546,Mon,5/13/2016,810
1958,623,32,12,966,Tue,5/12/2016,805
1959,1189,22,25,566,Wed,5/11/2016,794
1960,691,27,15,940,Thu,5/10/2016,796
1961,721,34,22,972,Fri,5/9/2016,803
1962,600,29,20,1095,Sat,5/8/2016,798
1963,547,28,13,1179,Sun,5/7/2016,810
1964,563,28,24,917,Mon,5/6/2016,793
1965,830,33,15,929,Tue,5/5/2016,798
1966,1343,19,18,612,Wed,5/4/2016,793
1967,668,34,17,966,Thu,5/3/2016,806
1968,1070,19,18,585,Fri,5/2/2016,793
1969,692,34,23,1112,Sat,5/1/2016,794
1970,1340,19,19,696,Sun,4/30/2016,807
1971,541,31,24,888,Mon,4/29/2016,802
1972,1305,20,16,515,Tue,4/28/2016,790
1973,607,33,21,942,Wed,4/27/2016,795
1974,1085,20,23,563,Thu,4/26/2016,794
1975,558,30,12,969,Fri,4/25/2016,805
1976,1109,22,11,774,Sat,4/24/2016,807
